# Wordlist

# DATA
ID	LOCAL_ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT	STRUCTURE
1052	LowlandMixe-106_snake-1	LowlandMixe	SNAKE	snake	tsaʔny	tsaʔny	ts a ʔ n j	2 7 1 4 6	AXBCC	CAHNJ	2	2.C.C 2.A.V 2.H.C 2.N.C 2.J.C	2.0 1.5 1.75 1.5 1.5	tsaʔnj	0	632	ts a ʔ - n j	c v c c c
1053	SayulaPopoluca-106_snake-1	SayulaPopoluca	SNAKE	snake	tsanay	tsanay	ts a n a j	2 7 4 7 6	AXBYN	CANAJ	7	7.C.C 7.A.V 7.N.C 7.A.V 7.J.c	2.0 1.5 1.75 1.3 0.8	tsanaj	0	634	ts a n a - j	c v c v c
1054	OlutaPopoluca-106_snake-1	OlutaPopoluca	SNAKE	snake	tsanaʔy	tsanaʔy	ts a n a ʔ j	2 7 4 7 1 6	AXBYBC	CANAHJ	4	4.C.C 4.A.V 4.N.C 4.A.V 4.H.C 4.J.C	2.0 1.5 1.75 1.3 1.75 1.5	tsanaʔj	0	634	ts a n a ʔ j	c v c v c c
1055	TexistepecZoque-106_snake-1	TexistepecZoque	SNAKE	snake	tsaañ	tsaañ	ts aː ɲ	2 7 4	AXN	CAN	10	10.C.C 10.A.V 10.N.c	2.0 1.5 0.8	tsaːɲ	0	631	ts aː ɲ	c v c
1056	SoteapanZoque-106_snake-1	SoteapanZoque	SNAKE	snake	tsaañ	tsaañ	ts aː ɲ	2 7 4	AXN	CAN	8	8.C.C 8.A.V 8.N.c	2.0 1.5 0.8	tsaːɲ	0	631	ts aː ɲ	c v c
1057	SantaMariaChimalapaZoque-106_snake-1	SantaMariaChimalapaZoque	SNAKE	snake	tsahin	tsahin	ts a h i n	2 7 3 7 4	AXBYN	CAHIN	6	6.C.C 6.A.V 6.H.C 6.I.V 6.N.c	2.0 1.5 1.75 1.3 0.8	tsahin	0	632	ts a h i n -	c v c v c
1058	SanMiguelChimalapaZoque-106_snake-1	SanMiguelChimalapaZoque	SNAKE	snake	tsahin	tsahin	ts a h i n	2 7 3 7 4	AXBYN	CAHIN	5	5.C.C 5.A.V 5.H.C 5.I.V 5.N.c	2.0 1.5 1.75 1.3 0.8	tsahin	0	632	ts a h i n -	c v c v c
1059	ChiapasZoque-106_snake-1	ChiapasZoque	SNAKE	snake	tsan	tsan	ts a n	2 7 4	AXN	CAN	1	1.C.C 1.A.V 1.N.c	2.0 1.5 0.8	tsan	0	631	ts a n	c v c
#
784	NorthHighlandMixe-79_stand-1	NorthHighlandMixe	STAND	stand	tena	tena	t e n a	1 7 4 7	AXBZ	TENA	3	3.T.C 3.E.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	tena	0	639	t e n a -	c v c v
785	SouthHighlandMixe-79_stand-1	SouthHighlandMixe	STAND	stand	tənæy	tənæy	t ə n æ j	1 7 4 7 6	AXBYN	TENEJ	9	9.T.C 9.E.V 9.N.C 9.E.V 9.J.c	2.0 1.5 1.75 1.3 0.8	tənæj	0	639	t ə n æ j	c v c v c
786	LowlandMixe-79_stand-1	LowlandMixe	STAND	stand	tenaay	tenaay	t e n aː j	1 7 4 7 6	AXBYN	TENAJ	2	2.T.C 2.E.V 2.N.C 2.A.V 2.J.c	2.0 1.5 1.75 1.3 0.8	tenaːj	0	639	t e n aː j	c v c v c
787	SayulaPopoluca-79_stand-1	SayulaPopoluca	STAND	stand	tena	tena	t e n a	1 7 4 7	AXBZ	TENA	7	7.T.C 7.E.V 7.N.C 7.A.V	2.0 1.5 1.75 0.8	tena	0	639	t e n a -	c v c v
788	OlutaPopoluca-79_stand-1	OlutaPopoluca	STAND	stand	teniy	teniy	t e n i j	1 7 4 7 6	AXBYN	TENIJ	4	4.T.C 4.E.V 4.N.C 4.I.V 4.J.c	2.0 1.5 1.75 1.3 0.8	tenij	0	639	t e n i j	c v c v c
789	TexistepecZoque-79_stand-1	TexistepecZoque	STAND	stand	hoop-deʔ	hoop-deʔ	h oː p + d e ʔ	3 7 1 9 1 7 1	AXN_AXN	HUP_TEH	10	10.H.C 10.U.V 10.P.c 10._._ 10.T.C 10.E.V 10.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hoːp+deʔ	0	644	h oː p + d e ʔ	c v c + c v c
790	SoteapanZoque-79_stand-1	SoteapanZoque	STAND	stand	teeñ	teeñ	t eː ɲ	1 7 4	AXN	TEN	8	8.T.C 8.E.V 8.N.c	2.0 1.5 0.8	teːɲ	0	639	t eː ɲ - -	c v c
791	SanMiguelChimalapaZoque-79_stand-1	SanMiguelChimalapaZoque	STAND	stand	ten	ten	t e n	1 7 4	AXN	TEN	5	5.T.C 5.E.V 5.N.c	2.0 1.5 0.8	ten	0	639	t e n - -	c v c
792	ChiapasZoque-79_stand-1	ChiapasZoque	STAND	stand	tenay	tenay	t e n a j	1 7 4 7 6	AXBYN	TENAJ	1	1.T.C 1.E.V 1.N.C 1.A.V 1.J.c	2.0 1.5 1.75 1.3 0.8	tenaj	0	639	t e n a j	c v c v c
793	SantaMariaChimalapaZoque-79_stand-1	SantaMariaChimalapaZoque	STAND	stand	maʔŋəy	maʔŋəy	m a ʔ ŋ ə j	4 7 1 4 7 6	AXBCYN	MAHNEJ	6	6.M.C 6.A.V 6.H.C 6.N.C 6.E.V 6.J.c	2.0 1.5 1.75 1.5 1.3 0.8	maʔŋəj	0	640	m a ʔ ŋ ə j	c v c c v c
794	SanMiguelChimalapaZoque-79_stand-2	SanMiguelChimalapaZoque	STAND	stand	maŋ-ney	maŋ-ney	m a ŋ + n e j	4 7 4 9 4 7 6	AXN_AXN	MAN_NEJ	5	5.M.C 5.A.V 5.N.c 5._._ 5.N.C 5.E.V 5.J.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	maŋ+nej	0	645	m a ŋ + n e j	c v c + c v c
#
795	NorthHighlandMixe-80_star-1	NorthHighlandMixe	STAR	star	maatsa	maatsa	m aː ts a	4 7 2 7	AXBZ	MACA	3	3.M.C 3.A.V 3.C.C 3.A.V	2.0 1.5 1.75 0.8	maːtsa	0	646	m aː ts a - -	c v c v
796	SouthHighlandMixe-80_star-1	SouthHighlandMixe	STAR	star	matsaʔa	matsaʔa	m a ts a ʔ a	4 7 2 7 1 7	AXBYBZ	MACAHA	9	9.M.C 9.A.V 9.C.C 9.A.V 9.H.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	matsaʔa	0	646	m a ts a ʔ a	c v c v c v
797	LowlandMixe-80_star-1	LowlandMixe	STAR	star	madzaʔ	madzaʔ	m a d z a ʔ	4 7 1 3 7 1	AXBCYN	MATSAH	2	2.M.C 2.A.V 2.T.C 2.S.C 2.A.V 2.H.c	2.0 1.5 1.75 1.5 1.3 0.8	madzaʔ	0	647	m a d z a ʔ	c v c c v c
798	SayulaPopoluca-80_star-1	SayulaPopoluca	STAR	star	maahts	maahts	m aː h ts	4 7 3 2	AXLN	MAHC	7	7.M.C 7.A.V 7.H.c 7.C.c	2.0 1.5 1.1 0.8	maːhts	0	652	m aː h ts	c v c c
799	OlutaPopoluca-80_star-1	OlutaPopoluca	STAR	star	maatsaʔaʔk	maatsaʔaʔk	m aː ts a ʔ a ʔ k	4 7 2 7 1 7 1 1	AXBYBYLN	MACAHAHK	4	4.M.C 4.A.V 4.C.C 4.A.V 4.H.C 4.A.V 4.H.c 4.K.c	2.0 1.5 1.75 1.3 1.75 1.3 1.1 0.8	maːtsaʔaʔk	0	649	m aː ts a ʔ a ʔ k	c v c v c v c c
800	TexistepecZoque-80_star-1	TexistepecZoque	STAR	star	baatsaʔ	baatsaʔ	b aː ts a ʔ	1 7 2 7 1	AXBYN	PACAH	10	10.P.C 10.A.V 10.C.C 10.A.V 10.H.c	2.0 1.5 1.75 1.3 0.8	baːtsaʔ	0	655	b aː ts a ʔ	c v c v c
801	SoteapanZoque-80_star-1	SoteapanZoque	STAR	star	maatsa	maatsa	m aː ts a	4 7 2 7	AXBZ	MACA	8	8.M.C 8.A.V 8.C.C 8.A.V	2.0 1.5 1.75 0.8	maːtsa	0	646	m aː ts a - -	c v c v
802	SantaMariaChimalapaZoque-80_star-1	SantaMariaChimalapaZoque	STAR	star	matsaʔ	matsaʔ	m a ts a ʔ	4 7 2 7 1	AXBYN	MACAH	6	6.M.C 6.A.V 6.C.C 6.A.V 6.H.c	2.0 1.5 1.75 1.3 0.8	matsaʔ	0	646	m a ts a ʔ -	c v c v c
803	SanMiguelChimalapaZoque-80_star-1	SanMiguelChimalapaZoque	STAR	star	matsaʔ	matsaʔ	m a ts a ʔ	4 7 2 7 1	AXBYN	MACAH	5	5.M.C 5.A.V 5.C.C 5.A.V 5.H.c	2.0 1.5 1.75 1.3 0.8	matsaʔ	0	646	m a ts a ʔ -	c v c v c
804	ChiapasZoque-80_star-1	ChiapasZoque	STAR	star	matsa	matsa	m a ts a	4 7 2 7	AXBZ	MACA	1	1.M.C 1.A.V 1.C.C 1.A.V	2.0 1.5 1.75 0.8	matsa	0	646	m a ts a - -	c v c v
#
805	NorthHighlandMixe-81_stone-1	NorthHighlandMixe	STONE	stone	tsaa	tsaa	ts aː	2 7	AX	CA	3	3.C.C 3.A.V	2.0 1.5	tsaː	0	656	ts aː - -	c v
806	SouthHighlandMixe-81_stone-1	SouthHighlandMixe	STONE	stone	tsah	tsah	ts a h	2 7 3	AXN	CAH	9	9.C.C 9.A.V 9.H.c	2.0 1.5 0.8	tsah	0	656	ts a h -	c v c
807	LowlandMixe-81_stone-1	LowlandMixe	STONE	stone	tsaa	tsaa	ts aː	2 7	AX	CA	2	2.C.C 2.A.V	2.0 1.5	tsaː	0	656	ts aː - -	c v
808	SayulaPopoluca-81_stone-1	SayulaPopoluca	STONE	stone	tsaʔ	tsaʔ	ts a ʔ	2 7 1	AXN	CAH	7	7.C.C 7.A.V 7.H.c	2.0 1.5 0.8	tsaʔ	0	656	ts a ʔ -	c v c
809	OlutaPopoluca-81_stone-1	OlutaPopoluca	STONE	stone	tsaahə	tsaahə	ts aː h ə	2 7 3 7	AXBZ	CAHE	4	4.C.C 4.A.V 4.H.C 4.E.V	2.0 1.5 1.75 0.8	tsaːhə	0	656	ts aː h ə	c v c v
810	TexistepecZoque-81_stone-1	TexistepecZoque	STONE	stone	tsaʔ	tsaʔ	ts a ʔ	2 7 1	AXN	CAH	10	10.C.C 10.A.V 10.H.c	2.0 1.5 0.8	tsaʔ	0	656	ts a ʔ -	c v c
811	SoteapanZoque-81_stone-1	SoteapanZoque	STONE	stone	tsa	tsa	ts a	2 7	AX	CA	8	8.C.C 8.A.V	2.0 1.5	tsa	0	656	ts a - -	c v
812	SantaMariaChimalapaZoque-81_stone-1	SantaMariaChimalapaZoque	STONE	stone	tsaʔ	tsaʔ	ts a ʔ	2 7 1	AXN	CAH	6	6.C.C 6.A.V 6.H.c	2.0 1.5 0.8	tsaʔ	0	656	ts a ʔ -	c v c
813	SanMiguelChimalapaZoque-81_stone-1	SanMiguelChimalapaZoque	STONE	stone	tsaʔ	tsaʔ	ts a ʔ	2 7 1	AXN	CAH	5	5.C.C 5.A.V 5.H.c	2.0 1.5 0.8	tsaʔ	0	656	ts a ʔ -	c v c
814	ChiapasZoque-81_stone-1	ChiapasZoque	STONE	stone	tsaʔ	tsaʔ	ts a ʔ	2 7 1	AXN	CAH	1	1.C.C 1.A.V 1.H.c	2.0 1.5 0.8	tsaʔ	0	656	ts a ʔ -	c v c
#
815	NorthHighlandMixe-82_sun-1	NorthHighlandMixe	SUN	sun	šəə	šəə	ʃ əː	3 7	AX	SE	3	3.S.C 3.E.V	2.0 1.5	ʃəː	1	658	ʃ əː	c v
816	SouthHighlandMixe-82_sun-1	SouthHighlandMixe	SUN	sun	šəʔan	šəʔan	ʃ ə ʔ a n	3 7 1 7 4	AXBYN	SEHAN	9	9.S.C 9.E.V 9.H.C 9.A.V 9.N.c	2.0 1.5 1.75 1.3 0.8	ʃəʔan	0	665	ʃ ə ʔ a n	c v c v c
817	LowlandMixe-82_sun-1	LowlandMixe	SUN	sun	šəə	šəə	ʃ əː	3 7	AX	SE	2	2.S.C 2.E.V	2.0 1.5	ʃəː	1	658	ʃ əː	c v
818	SayulaPopoluca-82_sun-1	SayulaPopoluca	SUN	sun	šəhw	šəhw	ʃ ə h w	3 7 3 6	AXBC	SEHW	7	7.S.C 7.E.V 7.H.C 7.W.C	2.0 1.5 1.75 1.5	ʃəhw	0	663	ʃ ə h w	c v c c
819	OlutaPopoluca-82_sun-1	OlutaPopoluca	SUN	sun	šəvə	šəvə	ʃ ə v ə	3 7 3 7	AXBZ	SEBE	4	4.S.C 4.E.V 4.B.C 4.E.V	2.0 1.5 1.75 0.8	ʃəvə	1	660	ʃ ə v ə	c v c v
820	TexistepecZoque-82_sun-1	TexistepecZoque	SUN	sun	haam	haam	h aː m	3 7 4	AXN	HAM	10	10.H.C 10.A.V 10.M.c	2.0 1.5 0.8	haːm	0	657	h aː m -	c v c
821	SoteapanZoque-82_sun-1	SoteapanZoque	SUN	sun	haama	haama	h aː m a	3 7 4 7	AXBZ	HAMA	8	8.H.C 8.A.V 8.M.C 8.A.V	2.0 1.5 1.75 0.8	haːma	0	657	h aː m a	c v c v
822	SantaMariaChimalapaZoque-82_sun-1	SantaMariaChimalapaZoque	SUN	sun	hama	hama	h a m a	3 7 4 7	AXBZ	HAMA	6	6.H.C 6.A.V 6.M.C 6.A.V	2.0 1.5 1.75 0.8	hama	0	657	h a m a	c v c v
823	SanMiguelChimalapaZoque-82_sun-1	SanMiguelChimalapaZoque	SUN	sun	hama	hama	h a m a	3 7 4 7	AXBZ	HAMA	5	5.H.C 5.A.V 5.M.C 5.A.V	2.0 1.5 1.75 0.8	hama	0	657	h a m a	c v c v
824	ChiapasZoque-82_sun-1	ChiapasZoque	SUN	sun	hama	hama	h a m a	3 7 4 7	AXBZ	HAMA	1	1.H.C 1.A.V 1.M.C 1.A.V	2.0 1.5 1.75 0.8	hama	0	657	h a m a	c v c v
#
825	NorthHighlandMixe-83_swim-1	NorthHighlandMixe	SWIM	swim	nə-vïïʔn	nə-vïïʔn	n ə + v ɨː ʔ n	4 7 9 3 7 1 4	AX_AXBC	NE_BIHN	3	3.N.C 3.E.V 3._._ 3.B.C 3.I.V 3.H.C 3.N.C	2.0 1.5 0.0 2.0 1.5 1.75 1.5	nə+vɨːʔn	0	668	n ə + v ɨː ʔ n	c v + c v c c
826	SouthHighlandMixe-83_swim-1	SouthHighlandMixe	SWIM	swim	nə-yum	nə-yum	n ə + j u m	4 7 9 6 7 4	AX_AXN	NE_JYM	9	9.N.C 9.E.V 9._._ 9.J.C 9.Y.V 9.M.c	2.0 1.5 0.0 2.0 1.5 0.8	nə+jum	0	674	n ə + j u m	c v + c v c
827	LowlandMixe-83_swim-1	LowlandMixe	SWIM	swim	yaab	yaab	j aː b	6 7 1	AXN	JAP	2	2.J.C 2.A.V 2.P.c	2.0 1.5 0.8	jaːb	0	667	j aː b	c v c
828	SayulaPopoluca-83_swim-1	SayulaPopoluca	SWIM	swim	yun	yun	j u n	6 7 4	AXN	JYN	7	7.J.C 7.Y.V 7.N.c	2.0 1.5 0.8	jun	0	669	j u n	c v c
829	OlutaPopoluca-83_swim-1	OlutaPopoluca	SWIM	swim	yun	yun	j u n	6 7 4	AXN	JYN	4	4.J.C 4.Y.V 4.N.c	2.0 1.5 0.8	jun	0	669	j u n	c v c
830	TexistepecZoque-83_swim-1	TexistepecZoque	SWIM	swim	pəʔn	pəʔn	p ə ʔ n	1 7 1 4	AXBC	PEHN	10	10.P.C 10.E.V 10.H.C 10.N.C	2.0 1.5 1.75 1.5	pəʔn	0	673	p ə ʔ n	c v c c
831	SoteapanZoque-83_swim-1	SoteapanZoque	SWIM	swim	puʔn	puʔn	p u ʔ n	1 7 1 4	AXBC	PYHN	8	8.P.C 8.Y.V 8.H.C 8.N.C	2.0 1.5 1.75 1.5	puʔn	0	673	p u ʔ n	c v c c
832	SantaMariaChimalapaZoque-83_swim-1	SantaMariaChimalapaZoque	SWIM	swim	yun	yun	j u n	6 7 4	AXN	JYN	6	6.J.C 6.Y.V 6.N.c	2.0 1.5 0.8	jun	0	669	j u n	c v c
833	SanMiguelChimalapaZoque-83_swim-1	SanMiguelChimalapaZoque	SWIM	swim	yuk	yuk	j u k	6 7 1	AXN	JYK	5	5.J.C 5.Y.V 5.K.c	2.0 1.5 0.8	juk	0	670	j u k	c v c
834	ChiapasZoque-83_swim-1	ChiapasZoque	SWIM	swim	hemu	hemu	h e m u	3 7 4 7	AXBZ	HEMY	1	1.H.C 1.E.V 1.M.C 1.Y.V	2.0 1.5 1.75 0.8	hemu	0	666	h e m u	c v c v
#
835	NorthHighlandMixe-84_tail-1	NorthHighlandMixe	TAIL	tail	tυʔšta	tυʔšta	t ʊ ʔ ʃ t a	1 7 1 3 1 7	AXBYBZ	TYHSTA	3	3.T.C 3.Y.V 3.H.C 3.S.V 3.T.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tʊʔʃta	0	677	t ʊ ʔ ʃ t a	c v c c c v
836	SouthHighlandMixe-84_tail-1	SouthHighlandMixe	TAIL	tail	tutst	tutst	t u ts t	1 7 2 1	AXLN	TYCT	9	9.T.C 9.Y.V 9.C.c 9.T.c	2.0 1.5 1.1 0.8	tutst	0	683	t u ts t	c v c c
837	LowlandMixe-84_tail-1	LowlandMixe	TAIL	tail	piʔišy	piʔišy	p i ʔ i ʃ j	1 7 1 7 3 6	AXBYBC	PIHISJ	2	2.P.C 2.I.V 2.H.C 2.I.V 2.S.C 2.J.C	2.0 1.5 1.75 1.3 1.75 1.5	piʔiʃj	0	676	p i ʔ i ʃ j	c v c v c c
838	SayulaPopoluca-84_tail-1	SayulaPopoluca	TAIL	tail	tuʔhts	tuʔhts	t u ʔ h ts	1 7 1 3 2	AXBYN	TYHHC	7	7.T.C 7.Y.V 7.H.C 7.H.V 7.C.c	2.0 1.5 1.75 1.3 0.8	tuʔhts	0	677	t u ʔ h ts -	c v c c c
839	OlutaPopoluca-84_tail-1	OlutaPopoluca	TAIL	tail	tuʔsta	tuʔsta	t u ʔ s t a	1 7 1 3 1 7	AXBYBZ	TYHSTA	4	4.T.C 4.Y.V 4.H.C 4.S.V 4.T.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tuʔsta	0	677	t u ʔ s t a	c v c c c v
840	TexistepecZoque-84_tail-1	TexistepecZoque	TAIL	tail	tuʔts	tuʔts	t u ʔ ts	1 7 1 2	AXBC	TYHC	10	10.T.C 10.Y.V 10.H.C 10.C.C	2.0 1.5 1.75 1.5	tuʔts	0	677	t u ʔ - ts -	c v c c
841	SoteapanZoque-84_tail-1	SoteapanZoque	TAIL	tail	tuʔts	tuʔts	t u ʔ ts	1 7 1 2	AXBC	TYHC	8	8.T.C 8.Y.V 8.H.C 8.C.C	2.0 1.5 1.75 1.5	tuʔts	0	677	t u ʔ - ts -	c v c c
842	SantaMariaChimalapaZoque-84_tail-1	SantaMariaChimalapaZoque	TAIL	tail	tuʔts	tuʔts	t u ʔ ts	1 7 1 2	AXBC	TYHC	6	6.T.C 6.Y.V 6.H.C 6.C.C	2.0 1.5 1.75 1.5	tuʔts	0	677	t u ʔ - ts -	c v c c
843	SanMiguelChimalapaZoque-84_tail-1	SanMiguelChimalapaZoque	TAIL	tail	tuʔts	tuʔts	t u ʔ ts	1 7 1 2	AXBC	TYHC	5	5.T.C 5.Y.V 5.H.C 5.C.C	2.0 1.5 1.75 1.5	tuʔts	0	677	t u ʔ - ts -	c v c c
844	ChiapasZoque-84_tail-1	ChiapasZoque	TAIL	tail	tuʔts	tuʔts	t u ʔ ts	1 7 1 2	AXBC	TYHC	1	1.T.C 1.Y.V 1.H.C 1.C.C	2.0 1.5 1.75 1.5	tuʔts	0	677	t u ʔ - ts -	c v c c
#
845	NorthHighlandMixe-85_that-1	NorthHighlandMixe	THAT	that	šiiʔ	šiiʔ	ʃ iː ʔ	3 7 1	AXN	SIH	3	3.S.C 3.I.V 3.H.c	2.0 1.5 0.8	ʃiːʔ	0	686	ʃ iː ʔ	c v c
846	SouthHighlandMixe-85_that-1	SouthHighlandMixe	THAT	that	hæʔæ	hæʔæ	h æ ʔ æ	3 7 1 7	AXBZ	HEHE	9	9.H.C 9.E.V 9.H.C 9.E.V	2.0 1.5 1.75 0.8	hæʔæ	0	691	h æ ʔ æ	c v c v
847	LowlandMixe-85_that-1	LowlandMixe	THAT	that	hehəmbə	hehəmbə	h e h ə m b ə	3 7 3 7 4 1 7	AXBYMBZ	HEHEMPE	2	2.H.C 2.E.V 2.H.C 2.E.V 2.M.c 2.P.C 2.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	hehəmbə	0	685	h e h ə m b ə	c v c v c c v
848	SayulaPopoluca-85_that-1	SayulaPopoluca	THAT	that	yahyəʔn	yahyəʔn	j a h j ə ʔ n	6 7 3 6 7 1 4	AXBCYBC	JAHJEHN	7	7.J.C 7.A.V 7.H.C 7.J.C 7.E.V 7.H.C 7.N.C	2.0 1.5 1.75 1.5 1.3 1.75 1.5	jahjəʔn	0	689	j a h j ə ʔ n	c v c c v c c
849	OlutaPopoluca-85_that-1	OlutaPopoluca	THAT	that	hamah	hamah	h a m a h	3 7 4 7 3	AXBYN	HAMAH	4	4.H.C 4.A.V 4.M.C 4.A.V 4.H.c	2.0 1.5 1.75 1.3 0.8	hamah	0	687	h a m a h	c v c v c
850	SoteapanZoque-85_that-1	SoteapanZoque	THAT	that	heam	heam	h e a m	3 7 7 4	AXYN	HEAM	8	8.H.C 8.E.V 8.A.V 8.M.c	2.0 1.5 1.3 0.8	heam	0	690	h e a m	c v v c
851	SanMiguelChimalapaZoque-85_that-1	SanMiguelChimalapaZoque	THAT	that	ga.də	ga.də	g a d ə	1 7 1 7	AXBZ	KATE	5	5.K.C 5.A.V 5.T.C 5.E.V	2.0 1.5 1.75 0.8	gadə	0	688	g a d ə	c v c v
852	ChiapasZoque-85_that-1	ChiapasZoque	THAT	that	əʔ	əʔ	ə ʔ	7 1	XN	EH	1	1.E.V 1.H.c	1.5 0.8	əʔ	0	684	ə ʔ	v c
#
1060	NorthHighlandMixe-107_thin-1	NorthHighlandMixe	THIN	thin	pehi	pehi	p e h i	1 7 3 7	AXBZ	PEHI	3	3.P.C 3.E.V 3.H.C 3.I.V	2.0 1.5 1.75 0.8	pehi	0	694	p e h i -	c v c v
1061	SouthHighlandMixe-107_thin-1	SouthHighlandMixe	THIN	thin	pehy	pehy	p e h j	1 7 3 6	AXBC	PEHJ	9	9.P.C 9.E.V 9.H.C 9.J.C	2.0 1.5 1.75 1.5	pehj	0	693	p e h - j	c v c c
1062	LowlandMixe-107_thin-1	LowlandMixe	THIN	thin	pehy	pehy	p e h j	1 7 3 6	AXBC	PEHJ	2	2.P.C 2.E.V 2.H.C 2.J.C	2.0 1.5 1.75 1.5	pehj	0	693	p e h - j	c v c c
1063	SayulaPopoluca-107_thin-1	SayulaPopoluca	THIN	thin	pehay	pehay	p e h a j	1 7 3 7 6	AXBYN	PEHAJ	7	7.P.C 7.E.V 7.H.C 7.A.V 7.J.c	2.0 1.5 1.75 1.3 0.8	pehaj	0	693	p e h a j	c v c v c
1064	OlutaPopoluca-107_thin-1	OlutaPopoluca	THIN	thin	hətəʔt, niipakə, pakə	hətəʔt	h ə t ə ʔ t	3 7 1 7 1 1	AXBYLN	HETEHT	4	4.H.C 4.E.V 4.T.C 4.E.V 4.H.c 4.T.c	2.0 1.5 1.75 1.3 1.1 0.8	hətəʔt	0	695	h ə t ə ʔ t	c v c v c c
1065	OlutaPopoluca-107_thin-2	OlutaPopoluca	THIN	thin	hətəʔt, niipakə, pakə	niipakə	n iː p a k ə	4 7 1 7 1 7	AXBYBZ	NIPAKE	4	4.N.C 4.I.V 4.P.C 4.A.V 4.K.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	niːpakə	0	703	n iː p a k ə	c v c v c v
1066	OlutaPopoluca-107_thin-3	OlutaPopoluca	THIN	thin	hətəʔt, niipakə, pakə	pakə	p a k ə	1 7 1 7	AXBZ	PAKE	4	4.P.C 4.A.V 4.K.C 4.E.V	2.0 1.5 1.75 0.8	pakə	1	703	- - p a k ə	c v c v
1067	TexistepecZoque-107_thin-1	TexistepecZoque	THIN	thin	waayeʔ, əʔks-kəʔdaʔa, kal-pak-daʔa	waayeʔ	w aː j e ʔ	6 7 6 7 1	AXBYN	WAJEH	10	10.W.C 10.A.V 10.J.C 10.E.V 10.H.c	2.0 1.5 1.75 1.3 0.8	waːjeʔ	0	701	w aː j e ʔ	c v c v c
1068	TexistepecZoque-107_thin-2	TexistepecZoque	THIN	thin	waayeʔ, əʔks-kəʔdaʔa, kal-pak-daʔa	əʔks-kəʔdaʔa	ə ʔ k s + k ə ʔ d a ʔ a	7 1 1 3 9 1 7 1 1 7 1 7	XMBC_AXMBYBZ	EHKS_KEHTAHA	10	10.E.V 10.H.c 10.K.C 10.S.C 10._._ 10.K.C 10.E.V 10.H.c 10.T.C 10.A.V 10.H.C 10.A.V	1.5 1.1 1.75 1.5 0.0 2.0 1.5 1.1 1.75 1.3 1.75 0.8	əʔks+kəʔdaʔa	0	705	ə ʔ k s + k ə ʔ d a ʔ a	v c c c + c v c c v c v
1069	TexistepecZoque-107_thin-3	TexistepecZoque	THIN	thin	waayeʔ, əʔks-kəʔdaʔa, kal-pak-daʔa	kal-pak-daʔa	k a l + p a k + d a ʔ a	1 7 5 9 1 7 1 9 1 7 1 7	AXN_AXN_AXBZ	KAL_PAK_TAHA	10	10.K.C 10.A.V 10.L.c 10._._ 10.P.C 10.A.V 10.K.c 10._._ 10.T.C 10.A.V 10.H.C 10.A.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	kal+pak+daʔa	0	708	k a l + p a k + d a ʔ a	c v c + c v c + c v c v
1070	SoteapanZoque-107_thin-1	SoteapanZoque	THIN	thin	čehče, wayay	čehče	tʃ e h tʃ e	1 7 3 1 7	AXMBZ	TEHTE	8	8.T.C 8.E.V 8.H.c 8.T.C 8.E.V	2.0 1.5 1.1 1.75 0.8	tʃehtʃe	0	699	tʃ e h tʃ e	c v c c v
1071	SoteapanZoque-107_thin-2	SoteapanZoque	THIN	thin	čehče, wayay	wayay	w a j a j	6 7 6 7 6	AXBYN	WAJAJ	8	8.W.C 8.A.V 8.J.C 8.A.V 8.J.c	2.0 1.5 1.75 1.3 0.8	wajaj	0	701	w a j a j	c v c v c
1072	SantaMariaChimalapaZoque-107_thin-1	SantaMariaChimalapaZoque	THIN	thin	piʔiʔ	piʔiʔ	p i ʔ i ʔ	1 7 1 7 1	AXBYN	PIHIH	6	6.P.C 6.I.V 6.H.C 6.I.V 6.H.c	2.0 1.5 1.75 1.3 0.8	piʔiʔ	0	694	p i ʔ i ʔ	c v c v c
1073	SanMiguelChimalapaZoque-107_thin-1	SanMiguelChimalapaZoque	THIN	thin	kitsa	kitsa	k i ts a	1 7 2 7	AXBZ	KICA	5	5.K.C 5.I.V 5.C.C 5.A.V	2.0 1.5 1.75 0.8	kitsa	0	696	k i ts a	c v c v
1074	ChiapasZoque-107_thin-1	ChiapasZoque	THIN	thin	tseya, kay, pahka-pahka	tseya	ts e j a	2 7 6 7	AXBZ	CEJA	1	1.C.C 1.E.V 1.J.C 1.A.V	2.0 1.5 1.75 0.8	tseja	0	692	ts e j a	c v c v
